1481656800,1918.56006
1481657100,1919.40002
1481657400,1937.00000
1481657700,1926.44995
1481658000,1944.80005
1481658300,1908.43994
1481658600,1905.79004
1481658900,1967.19995
1481659200,1929.90002
1481659500,1947.50000
1481659800,1929.30005
1481660100,1928.80005
1481660400,1893.90002
1481660700,1926.00000
1481661000,1957.00000
1481661300,1929.40002
1481661600,1937.69995
1481661900,1958.80005
1481662200,1936.79004
1481662500,1950.19995
1481662800,1982.59998
1481663100,1933.80005
1481663400,1924.40002
1481663700,1960.90002
1481664000,1935.30005
1481664300,1938.30005
1481664600,1959.69995
1481664900,1943.09998
1481665200,1951.80005
1481665500,1942.19995
1481665800,1958.09998
1481666100,1968.06995
1481666400,1943.00000
1481666700,1936.40002
1481667000,1989.09998
1481667300,1911.30005
1481667600,1929.00000
1481667900,1993.19995
1481668200,1958.75000
1481668500,1971.04004
1481668800,1969.41003
1481669100,1969.90002
1481669400,1947.57996
1481669700,1874.16003
1481670000,1952.40002
1481670300,1940.40002
1481670600,1949.69995
1481670900,1929.47998
1481671200,1943.14001
1481671500,1942.30005
1481671800,1950.09998
1481672100,1960.00000
1481672400,1968.19995
1481672700,1932.09998
1481673000,1952.30005
1481673300,1962.19995
1481673600,1981.90002
1481673900,1994.80005
1481674200,1971.69995
1481674500,1960.03003
1481674800,1967.09998
1481675100,1966.20996
1481675400,1936.41003
1481675700,1946.44995
1481676000,1962.40002
1481676300,1956.80005
1481676600,1971.30005
1481676900,1943.30005
1481677200,1995.80005
1481677500,1947.09998
1481677800,1953.59998
1481678100,2000.00000
1481678400,1962.12000
1481678700,1920.23999
1481679000,1937.59998
1481679300,1931.00000
1481679600,1937.19995
1481679900,1935.30005
1481680200,1909.80005
1481680500,1989.80005
1481680800,1955.80005
1481681100,1950.09998
1481681400,2018.15002
1481681700,1925.56995
1481682000,1940.90002
1481682300,1971.80005
1481682600,1921.19995
1481682900,1930.30005
1481683200,1916.69995
1481683500,1973.50000
1481683800,1970.09998
1481684100,1932.23999
1481684400,1917.23999
1481684700,1949.30005
1481685000,1929.59998
1481685300,1943.19995
1481685600,1937.80005
1481685900,1956.80005
1481686200,1942.80005
1481686500,1935.62000
1481686800,1922.44995
1481687100,1954.18005
1481687400,1918.40002
1481687700,1926.59998
1481688000,1948.69995
1481688300,1937.50000
1481688600,1933.30005
1481688900,1936.59998
1481689200,1923.50000
1481689500,1933.73999
1481689800,1953.00000
1481690100,1928.90002
1481690400,1926.00000
1481690700,1940.40002
1481691000,1941.09998
1481691300,1928.44995
1481691600,1947.62000
1481691900,1988.56006
1481692200,1951.75000
1481692500,1965.82996
1481692800,1959.03003
1481693100,1953.50000
1481693400,1954.80005
1481693700,1929.80005
